Category,Coding,Medication_ATC_code,Drug_name
co-codaprin,1140923344,N02AJ07,Codeine |Acetylsalicylic Acid
indocid 25mg capsule,1140871354,M01AB01,Indomethacin
steri-neb ipratropium 250micrograms/1ml nebulisation unit,1140888906,R03BB01,Ipratropium Bromide
clozaril 25mg tablet,1140882320,N05AH02,Clozapine
vivabec 50micrograms nasal spray,1141184608,R01AD01,Beclomethasone Dipropionate
cyclogest 200mg pessary,1141152356,G03DA04,Progesterone
alprazolam,1140863308,N05BA12,Alprazolam
methylphenidate,1140917132,N06BA04,Methylphenidate
famciclovir,1140864424,S01AD07 |J05AB09,Famciclovir
bettamousse 0.12% foam,1140926988,D07AC01,Betamethasone
oxycontin 80mg m/r tablet,1141171054,N02AA05,Oxycodone
norvir 100mg capsule,1140928392,J05AE03,Ritonavir
allegron 10mg tablet,1140867820,N06AA10,Nortriptyline
voltarene lp 100mg m/r tablet,1140877874,M01AB05,Diclofenac
adcortyl 0.1% cream,1140883040,A01AC01,Triamcinolone
cardene 20mg capsule,1140861176,C08CA04,Nicardipine
folinic acid product,1140870436,V03AF03,Leucovorin
reminyl 4mg tablet,1141171482,N06DA04,Galantamine
imiquimod,1141167814,D06BB10,Imiquimod
gtn - glyceryl trinitrate patch,1140927548,C01DA02,Nitroglycerin
eurax hc cream,1141151026,D04AX,Hydrocortisone |Crotamiton
zovirax 200mg tablet,1140874372,J05AB01,Aciclovir
levitra 5mg tablet,1141192256,G04BE09,Vardenafil
sirolimus,1141173926,L04AA10 |S01XA23,Sirolimus
accupro 5mg tablet,1140881706,C09AA06,Quinapril
transtec 70micrograms/hour transdermal patch,1141180020,N02AE01,Buprenorphine
selsun shampoo,1140878506,D01AE13,Selenium Sulfide
ethinylestradiol product,1141181218,G03CA01 |L02AA03,Ethinyl Estradiol
eformoterol,1140923696,R03AC13,Formoterol
optrex allergy eye drops,1141191774,S01GX01,Cromoglicic Acid
cinacalcet,1141201418,H05BX01,Cinacalcet
proflex cream,1140877952,M02AA13,Ibuprofen
amoxil 250mg capsule,1140872708,J01CA04,Amoxicillin
fludarabine,1140910876,L01BB05,Fludarabine
cefadroxil,1140873098,J01DB05,Cefadroxil
pletal 100mg tablet,1141181154,B01AC23,Cilostazol
phenobarbital product,1141181616,N03AA02,Phenobarbital
dalacin t rollerball lotion,1140880202,D10AF01,Clindamycin
dexa-rhinaspray nasal spray,1140876164,R01AD53,Dexamethasone |Tramazoline
gastrocote s/f liquid,1140928346,A02AX,Sodium Bicarbonate |Aluminum Hydroxide |Alginic Acid |Magnesium Trisilicate
colestyramine+aspartame 4g/sachet powder,1141180722,C10AC01,Cholestyramine
dhc continus 120mg m/r tablet,1140871926,N02AA08,Dihydrocodeine
dexamfetamine,1141180976,N06BA02,Dextroamphetamine
effercitrate soluble tablet,1140869408,A12BA,Citric Acid |Potassium Bicarbonate
topal tablet,1140865370,A02BX13,Aluminum Hydroxide |Magnesium Carbonate |Alginic Acid
decapeptyl sr 3mg injection (pdr for recon)+diluent,1141189852,L02AE04,Triptorelin
emulsiderm emollient lotion,1140878260,D02A,Mineral Oil |Benzalkonium |Isopropyl Myristate
emulsiderm emollient emulsion,1141151848,D02A,Mineral Oil |Benzalkonium |Isopropyl Myristate
celevac 500mg tablet,1140865774,A06AC06,Methyl Cellulose
calcium-sandoz syrup,1140870796,A12AA20,Calcium Glubionate |Calcium Lactobionate
aquadrate 10% cream,1140878232,D02A,Urea
sterculia+frangula 62%/8% granules,1140865780,A06AB57,Frangula |Sterculia
,,,
