Gene,p Value,False Discovery Rate,Average Difference log fold change,Fraction of Detection in Cluster,Fraction of Detection in Other Clusters,Cluster
SLC44A5,0.00,0.00,0.32,0.46,0.29,Ex2
OLFM3,0.00,0.00,0.41,0.44,0.27,Ex2
CERS6,0.00,0.00,0.40,0.40,0.24,Ex2
MLIP,0.00,0.00,0.47,0.33,0.18,Ex2
SLC2A13,0.00,0.00,0.32,0.51,0.34,Ex2
CHL1,0.00,0.00,0.37,0.44,0.27,Ex2
DGKI,0.00,0.00,0.31,0.50,0.33,Ex2
ARL15,0.00,0.00,0.39,0.35,0.20,Ex2
ZNF385B,0.00,0.00,0.28,0.56,0.38,Ex2
CACNA1B,0.00,0.00,0.28,0.60,0.43,Ex2
PRKG1,0.00,0.00,0.28,0.40,0.24,Ex2
KCTD16,0.00,0.00,0.32,0.56,0.38,Ex2
PEX5L,0.00,0.00,0.27,0.59,0.42,Ex2
LMO4,0.00,0.00,0.32,0.41,0.25,Ex2
MAST4,0.00,0.00,0.31,0.43,0.27,Ex2
CSMD3,0.00,0.00,0.32,0.62,0.45,Ex2
CACNA1C,0.00,0.00,0.38,0.57,0.41,Ex2
ARHGAP26,0.00,0.00,0.39,0.49,0.33,Ex2
PIK3R1,0.00,0.00,0.30,0.41,0.25,Ex2
NEFM,0.00,0.00,0.27,0.27,0.15,Ex2
YWHAH,0.00,0.00,0.37,0.36,0.21,Ex2
TMEM178B,0.00,0.00,0.41,0.56,0.41,Ex2
TMSB10,0.00,0.00,0.39,0.30,0.17,Ex2
SORBS2,0.00,0.00,0.32,0.49,0.33,Ex2
GAP43,0.00,0.00,0.39,0.35,0.21,Ex2
RP11-586K2.1,0.00,0.00,0.40,0.31,0.17,Ex2
TMEM108,0.00,0.00,0.30,0.46,0.31,Ex2
ASAP1,0.00,0.00,0.26,0.42,0.27,Ex2
RUNDC3B,0.00,0.00,0.29,0.37,0.23,Ex2
CCSER1,0.00,0.00,0.26,0.74,0.59,Ex2
GRIN2B,0.00,0.00,0.32,0.55,0.39,Ex2
KIAA1211L,0.00,0.00,0.36,0.28,0.15,Ex2
RAPGEF5,0.00,0.00,0.27,0.44,0.29,Ex2
SYN2,0.00,0.00,0.28,0.56,0.40,Ex2
MCF2L2,0.00,0.00,0.41,0.32,0.19,Ex2
PAK3,0.00,0.00,0.35,0.45,0.31,Ex2
PAK1,0.00,0.00,0.35,0.38,0.23,Ex2
NIN,0.00,0.00,0.31,0.37,0.23,Ex2
STXBP5-AS1,0.00,0.00,0.42,0.26,0.14,Ex2
SOX5,0.00,0.00,0.29,0.29,0.17,Ex2
CLSTN2,0.00,0.00,0.35,0.35,0.21,Ex2
SCN3A,0.00,0.00,0.39,0.40,0.26,Ex2
CAMK1D,0.00,0.00,0.30,0.47,0.32,Ex2
NBEA,0.00,0.00,0.28,0.69,0.57,Ex2
DLGAP2,0.00,0.00,0.42,0.33,0.21,Ex2
NOL4,0.00,0.00,0.30,0.32,0.19,Ex2
NR2F1-AS1,0.00,0.00,0.37,0.37,0.24,Ex2
LARGE,0.00,0.00,0.34,0.46,0.32,Ex2
CREG2,0.00,0.00,0.32,0.35,0.22,Ex2
CACNG3,0.00,0.00,0.26,0.30,0.19,Ex2
CDK14,0.00,0.00,0.33,0.47,0.33,Ex2
CDH2,0.00,0.00,0.40,0.29,0.18,Ex2
LRRTM3,0.00,0.00,0.29,0.45,0.32,Ex2
TMEM132B,0.00,0.00,0.33,0.45,0.31,Ex2
DPY19L2P1,0.00,0.00,0.37,0.30,0.19,Ex2
MYH10,0.00,0.00,0.28,0.40,0.27,Ex2
GDAP1,0.00,0.00,0.28,0.40,0.27,Ex2
ADCY1,0.00,0.00,0.32,0.37,0.25,Ex2
SERPINI1,0.00,0.00,0.28,0.35,0.23,Ex2
MIAT,0.00,0.00,0.29,0.34,0.22,Ex2
PI4KA,0.00,0.00,0.28,0.39,0.27,Ex2
FAM153B,0.00,0.00,0.34,0.29,0.18,Ex2
BRINP2,0.00,0.00,0.27,0.29,0.18,Ex2
MLLT3,0.00,0.00,0.27,0.28,0.18,Ex2
CEP126,0.00,0.00,0.26,0.27,0.17,Ex2
UCHL1,0.00,0.00,0.35,0.39,0.27,Ex2
SLC35F3,0.00,0.00,0.31,0.41,0.28,Ex2
MED12L,0.00,0.00,0.29,0.28,0.17,Ex2
ATXN1,0.00,0.00,0.25,0.51,0.38,Ex2
MARK1,0.00,0.00,0.32,0.32,0.21,Ex2
GOLGA8A,0.00,0.00,0.26,0.35,0.23,Ex2
GOLGA8B,0.00,0.00,0.36,0.31,0.20,Ex2
SATB2,0.00,0.00,0.32,0.26,0.16,Ex2
NTRK3,0.00,0.00,0.26,0.48,0.35,Ex2
NEFL,0.00,0.00,0.25,0.29,0.19,Ex2
FSTL4,0.00,0.00,0.29,0.39,0.27,Ex2
HCN1,0.00,0.00,0.28,0.50,0.39,Ex2
AEBP2,0.00,0.00,0.33,0.35,0.24,Ex2
UNC80,0.00,0.00,0.26,0.44,0.33,Ex2
KCTD1,0.00,0.00,0.30,0.29,0.19,Ex2
PRICKLE2,0.00,0.00,0.30,0.28,0.19,Ex2
UGGT2,0.00,0.00,0.26,0.33,0.23,Ex2
CELF5,0.00,0.00,0.27,0.27,0.18,Ex2
SCN8A,0.00,0.00,0.32,0.36,0.26,Ex2
CEP112,0.00,0.00,0.35,0.26,0.18,Ex2
KCNIP4,0.00,0.00,0.68,1.00,0.86,Ex3a
PTPRD,0.00,0.00,0.75,0.98,0.76,Ex3a
PLCB1,0.00,0.00,0.79,0.91,0.65,Ex3a
FAM19A1,0.00,0.00,1.09,0.73,0.27,Ex3a
IQCJ-SCHIP1,0.00,0.00,0.88,0.86,0.47,Ex3a
CSMD1,0.00,0.00,0.53,0.99,0.79,Ex3a
TENM2,0.00,0.00,0.82,0.88,0.55,Ex3a
ATRNL1,0.00,0.00,0.72,0.87,0.54,Ex3a
LDB2,0.00,0.00,0.86,0.76,0.37,Ex3a
LINGO2,0.00,0.00,0.88,0.75,0.38,Ex3a
COL5A2,0.00,0.00,1.07,0.32,0.05,Ex3a
PHACTR1,0.00,0.00,0.59,0.90,0.58,Ex3a
POU6F2,0.00,0.00,0.91,0.55,0.19,Ex3a
RP11-594C13.1,0.00,0.00,0.94,0.34,0.07,Ex3a
SLC38A11,0.00,0.00,0.92,0.36,0.08,Ex3a
LRFN5,0.00,0.00,0.73,0.78,0.44,Ex3a
GRM7,0.00,0.00,0.75,0.75,0.40,Ex3a
NRG3,0.00,0.00,0.48,0.95,0.71,Ex3a
FAM19A2,0.00,0.00,0.77,0.76,0.40,Ex3a
HS6ST3,0.00,0.00,0.67,0.78,0.42,Ex3a
KALRN,0.00,0.00,0.64,0.81,0.51,Ex3a
KHDRBS2,0.00,0.00,0.67,0.79,0.47,Ex3a
LRRTM4,0.00,0.00,0.54,0.92,0.65,Ex3a
CUX2,0.00,0.00,0.85,0.48,0.16,Ex3a
RP11-191L9.4,0.00,0.00,0.77,0.58,0.24,Ex3a
DCC,0.00,0.00,0.81,0.59,0.25,Ex3a
RORB,0.00,0.00,0.66,0.46,0.16,Ex3a
R3HDM1,0.00,0.00,0.61,0.79,0.49,Ex3a
GLIS3,0.00,0.00,0.74,0.34,0.09,Ex3a
CNTNAP2,0.00,0.00,0.34,0.95,0.75,Ex3a
RGS7,0.00,0.00,0.55,0.87,0.66,Ex3a
STXBP5L,0.00,0.00,0.46,0.91,0.70,Ex3a
NTNG1,0.00,0.00,0.63,0.40,0.13,Ex3a
SNHG14,0.00,0.00,0.30,0.99,0.87,Ex3a
RBFOX1,0.00,0.00,0.45,0.94,0.74,Ex3a
KCTD16,0.00,0.00,0.64,0.71,0.38,Ex3a
KCNQ5,0.00,0.00,0.55,0.83,0.50,Ex3a
SNTG1,0.00,0.00,0.53,0.87,0.59,Ex3a
FMN1,0.00,0.00,0.76,0.56,0.25,Ex3a
ASIC2,0.00,0.00,0.53,0.81,0.50,Ex3a
CNTN5,0.00,0.00,0.43,0.72,0.40,Ex3a
MEG3,0.00,0.00,0.42,0.95,0.82,Ex3a
AGBL4,0.00,0.00,0.56,0.81,0.55,Ex3a
TESPA1,0.00,0.00,0.61,0.42,0.15,Ex3a
TMEM132D,0.00,0.00,0.60,0.66,0.35,Ex3a
ERICH1-AS1,0.00,0.00,0.67,0.54,0.23,Ex3a
RGS6,0.00,0.00,0.61,0.60,0.29,Ex3a
NRG1,0.00,0.00,0.59,0.64,0.32,Ex3a
OPCML,0.00,0.00,0.45,0.91,0.70,Ex3a
CACNA2D3,0.00,0.00,0.60,0.69,0.38,Ex3a
CPNE4,0.00,0.00,0.56,0.44,0.17,Ex3a
GRIN2A,0.00,0.00,0.58,0.76,0.46,Ex3a
FLRT2,0.00,0.00,0.67,0.60,0.30,Ex3a
SYT1,0.00,0.00,0.33,0.94,0.77,Ex3a
TMEM178B,0.00,0.00,0.64,0.69,0.41,Ex3a
DCLK1,0.00,0.00,0.56,0.73,0.43,Ex3a
ARPP21,0.00,0.00,0.54,0.72,0.43,Ex3a
ST6GALNAC5,0.00,0.00,0.71,0.55,0.27,Ex3a
PTPRT,0.00,0.00,0.60,0.58,0.29,Ex3a
HECW1,0.00,0.00,0.61,0.64,0.35,Ex3a
ANKS1B,0.00,0.00,0.35,0.94,0.79,Ex3a
CADPS2,0.00,0.00,0.25,0.59,0.33,Ex3a
NELL1,0.00,0.00,0.61,0.56,0.28,Ex3a
MAGI2,0.00,0.00,0.37,0.92,0.78,Ex3a
CHN1,0.00,0.00,0.46,0.68,0.39,Ex3a
ARHGAP26,0.00,0.00,0.59,0.61,0.33,Ex3a
AC114765.1,0.00,0.00,0.59,0.33,0.11,Ex3a
SYN3,0.00,0.00,0.53,0.59,0.31,Ex3a
NECAB1,0.00,0.00,0.48,0.52,0.26,Ex3a
CAMK2A,0.00,0.00,0.55,0.52,0.25,Ex3a
PTPRK,0.00,0.00,0.35,0.55,0.29,Ex3a
CHRM3,0.00,0.00,0.42,0.68,0.39,Ex3a
CABP1,0.00,0.00,0.58,0.48,0.22,Ex3a
NRGN,0.00,0.00,0.32,0.54,0.28,Ex3a
NEGR1,0.00,0.00,0.42,0.87,0.64,Ex3a
DGKB,0.00,0.00,0.50,0.68,0.40,Ex3a
RYR2,0.00,0.00,0.48,0.78,0.52,Ex3a
FAM155A,0.00,0.00,0.40,0.89,0.72,Ex3a
KHDRBS3,0.00,0.00,0.50,0.55,0.29,Ex3a
CDH12,0.00,0.00,0.48,0.70,0.42,Ex3a
FOCAD,0.00,0.00,0.53,0.50,0.25,Ex3a
FAT3,0.00,0.00,0.54,0.48,0.23,Ex3a
SLC2A13,0.00,0.00,0.51,0.60,0.33,Ex3a
RAPGEF5,0.00,0.00,0.45,0.55,0.29,Ex3a
FSTL4,0.00,0.00,0.62,0.53,0.27,Ex3a
BRINP1,0.00,0.00,0.57,0.54,0.28,Ex3a
CELF2,0.00,0.00,0.47,0.79,0.54,Ex3a
PDE7B,0.00,0.00,0.50,0.44,0.20,Ex3a
NCALD,0.00,0.00,0.50,0.55,0.30,Ex3a
PLEKHA5,0.00,0.00,0.54,0.65,0.39,Ex3a
CNTNAP5,0.00,0.00,0.47,0.74,0.48,Ex3a
UNC5D,0.00,0.00,0.53,0.62,0.36,Ex3a
SGCD,0.00,0.00,0.38,0.49,0.25,Ex3a
PRKCB,0.00,0.00,0.40,0.68,0.41,Ex3a
MKL2,0.00,0.00,0.46,0.53,0.28,Ex3a
KCNH1,0.00,0.00,0.52,0.60,0.33,Ex3a
CACNA1C,0.00,0.00,0.49,0.67,0.40,Ex3a
MEF2C,0.00,0.00,0.47,0.73,0.47,Ex3a
MAST4,0.00,0.00,0.52,0.52,0.27,Ex3a
TANC2,0.00,0.00,0.48,0.63,0.37,Ex3a
PDE4D,0.00,0.00,0.41,0.84,0.63,Ex3a
HOMER1,0.00,0.00,0.57,0.45,0.21,Ex3a
DSCAM,0.00,0.00,0.27,0.72,0.47,Ex3a
GRM5,0.00,0.00,0.38,0.68,0.43,Ex3a
HDAC9,0.00,0.00,0.45,0.55,0.30,Ex3a
ADGRL2,0.00,0.00,0.45,0.57,0.32,Ex3a
KCTD1,0.00,0.00,0.45,0.41,0.19,Ex3a
AQP4-AS1,0.00,0.00,0.56,0.38,0.16,Ex3a
SORCS1,0.00,0.00,0.40,0.52,0.28,Ex3a
GABRG3,0.00,0.00,0.39,0.62,0.36,Ex3a
ERC2,0.00,0.00,0.44,0.71,0.46,Ex3a
EPHA4,0.00,0.00,0.45,0.43,0.21,Ex3a
MIAT,0.00,0.00,0.46,0.45,0.22,Ex3a
KCNB2,0.00,0.00,0.56,0.43,0.20,Ex3a
CERS6,0.00,0.00,0.44,0.47,0.24,Ex3a
AC011288.2,0.00,0.00,0.42,0.44,0.22,Ex3a
PDE10A,0.00,0.00,0.41,0.64,0.39,Ex3a
SCAI,0.00,0.00,0.59,0.41,0.20,Ex3a
NELL2,0.00,0.00,0.52,0.54,0.30,Ex3a
GAP43,0.00,0.00,0.44,0.43,0.21,Ex3a
NEFM,0.00,0.00,0.62,0.34,0.15,Ex3a
KCNMA1,0.00,0.00,0.41,0.74,0.50,Ex3a
LINC01250,0.00,0.00,0.41,0.35,0.16,Ex3a
OLFM3,0.00,0.00,0.42,0.50,0.27,Ex3a
DLGAP2,0.00,0.00,0.51,0.42,0.20,Ex3a
PPM1L,0.00,0.00,0.34,0.53,0.30,Ex3a
MAGI3,0.00,0.00,0.41,0.44,0.22,Ex3a
FRMD4A,0.00,0.00,0.34,0.82,0.62,Ex3a
NLK,0.00,0.00,0.44,0.48,0.26,Ex3a
MLIP,0.00,0.00,0.51,0.38,0.17,Ex3a
SORBS2,0.00,0.00,0.32,0.54,0.33,Ex3a
TMEM132B,0.00,0.00,0.45,0.54,0.31,Ex3a
GPC6,0.00,0.00,0.45,0.44,0.22,Ex3a
NIPAL2,0.00,0.00,0.45,0.29,0.12,Ex3a
MTUS2,0.00,0.00,0.36,0.64,0.40,Ex3a
LRRC7,0.00,0.00,0.36,0.75,0.52,Ex3a
ADGRB3,0.00,0.00,0.26,0.94,0.84,Ex3a
CUX1,0.00,0.00,0.37,0.43,0.23,Ex3a
ZNF385B,0.00,0.00,0.33,0.60,0.38,Ex3a
LMO4,0.00,0.00,0.26,0.44,0.25,Ex3a
NGEF,0.00,0.00,0.40,0.36,0.17,Ex3a
TENM4,0.00,0.00,0.42,0.49,0.27,Ex3a
KIAA1211L,0.00,0.00,0.48,0.34,0.15,Ex3a
RIMS2,0.00,0.00,0.33,0.84,0.64,Ex3a
FRMPD4,0.00,0.00,0.36,0.67,0.43,Ex3a
SYTL2,0.00,0.00,0.32,0.27,0.12,Ex3a
ASAP1,0.00,0.00,0.32,0.48,0.27,Ex3a
ARHGAP32,0.00,0.00,0.42,0.53,0.31,Ex3a
PPP2R2C,0.00,0.00,0.35,0.44,0.24,Ex3a
RASAL2,0.00,0.00,0.48,0.56,0.33,Ex3a
KCNQ3,0.00,0.00,0.40,0.55,0.33,Ex3a
EPB41L2,0.00,0.00,0.39,0.49,0.28,Ex3a
EFNA5,0.00,0.00,0.49,0.51,0.29,Ex3a
CSMD2,0.00,0.00,0.39,0.48,0.27,Ex3a
DLGAP1-AS4,0.00,0.00,0.43,0.25,0.10,Ex3a
PTPRN2,0.00,0.00,0.42,0.57,0.35,Ex3a
SPATS2,0.00,0.00,0.25,0.26,0.12,Ex3a
PDZRN3,0.00,0.00,0.42,0.36,0.17,Ex3a
TRHDE,0.00,0.00,0.28,0.36,0.19,Ex3a
SLIT2,0.00,0.00,0.32,0.38,0.20,Ex3a
BRINP2,0.00,0.00,0.30,0.36,0.18,Ex3a
LINC-PINT,0.00,0.00,0.40,0.53,0.31,Ex3a
PTPRG,0.00,0.00,0.32,0.59,0.37,Ex3a
CACNG3,0.00,0.00,0.40,0.37,0.18,Ex3a
NR3C1,0.00,0.00,0.36,0.43,0.23,Ex3a
PTK2B,0.00,0.00,0.31,0.30,0.15,Ex3a
LRRTM3,0.00,0.00,0.30,0.52,0.32,Ex3a
CNTN3,0.00,0.00,0.40,0.31,0.14,Ex3a
FAM13A,0.00,0.00,0.33,0.30,0.14,Ex3a
PRR16,0.00,0.00,0.29,0.27,0.13,Ex3a
MICAL2,0.00,0.00,0.28,0.43,0.24,Ex3a
BRINP3,0.00,0.00,0.35,0.47,0.27,Ex3a
SV2B,0.00,0.00,0.26,0.44,0.26,Ex3a
CNKSR2,0.00,0.00,0.35,0.58,0.36,Ex3a
MED12L,0.00,0.00,0.33,0.34,0.17,Ex3a
MAPK10,0.00,0.00,0.31,0.74,0.53,Ex3a
PTPRO,0.00,0.00,0.42,0.43,0.23,Ex3a
SEMA6D,0.00,0.00,0.26,0.35,0.19,Ex3a
CACNA1B,0.00,0.00,0.34,0.65,0.43,Ex3a
AHI1,0.00,0.00,0.32,0.73,0.52,Ex3a
EPHA6,0.00,0.00,0.25,0.48,0.30,Ex3a
LY86-AS1,0.00,0.00,0.42,0.26,0.11,Ex3a
SLC35F3,0.00,0.00,0.45,0.49,0.28,Ex3a
AC091878.1,0.00,0.00,0.39,0.29,0.13,Ex3a
CDK14,0.00,0.00,0.39,0.54,0.33,Ex3a
DCAF6,0.00,0.00,0.34,0.34,0.17,Ex3a
ADAM23,0.00,0.00,0.35,0.42,0.23,Ex3a
HCN1,0.00,0.00,0.42,0.59,0.38,Ex3a
GRIA3,0.00,0.00,0.32,0.53,0.32,Ex3a
SATB2,0.00,0.00,0.43,0.32,0.16,Ex3a
MEG8,0.00,0.00,0.43,0.32,0.15,Ex3a
PAK3,0.00,0.00,0.39,0.50,0.31,Ex3a
MYT1L,0.00,0.00,0.28,0.73,0.52,Ex3a
CHL1,0.00,0.00,0.33,0.46,0.27,Ex3a
PPP3CA,0.00,0.00,0.30,0.72,0.51,Ex3a
FBXW7,0.00,0.00,0.32,0.54,0.34,Ex3a
MAPK4,0.00,0.00,0.29,0.26,0.12,Ex3a
FGF12,0.00,0.00,0.31,0.78,0.58,Ex3a
CSMD3,0.00,0.00,0.33,0.66,0.45,Ex3a
PCDH7,0.00,0.00,0.30,0.61,0.41,Ex3a
NR3C2,0.00,0.00,0.29,0.40,0.23,Ex3a
SCN8A,0.00,0.00,0.29,0.44,0.26,Ex3a
SLC6A7,0.00,0.00,0.25,0.25,0.12,Ex3a
GABRB3,0.00,0.00,0.36,0.54,0.34,Ex3a
SCN3A,0.00,0.00,0.30,0.44,0.26,Ex3a
CACNB4,0.00,0.00,0.28,0.55,0.36,Ex3a
RP1-34H18.1,0.00,0.00,0.29,0.40,0.23,Ex3a
CHSY3,0.00,0.00,0.37,0.46,0.27,Ex3a
VPS13A,0.00,0.00,0.27,0.35,0.19,Ex3a
PAK1,0.00,0.00,0.32,0.41,0.23,Ex3a
FOXP1,0.00,0.00,0.27,0.45,0.28,Ex3a
FAM81A,0.00,0.00,0.32,0.25,0.12,Ex3a
KCNH7,0.00,0.00,0.30,0.46,0.28,Ex3a
RFX3,0.00,0.00,0.28,0.42,0.25,Ex3a
PLXNA4,0.00,0.00,0.37,0.40,0.22,Ex3a
FARS2,0.00,0.00,0.32,0.31,0.16,Ex3a
TRERF1,0.00,0.00,0.29,0.28,0.14,Ex3a
LINC01122,0.00,0.00,0.30,0.38,0.22,Ex3a
ROCK2,0.00,0.00,0.26,0.54,0.36,Ex3a
CIT,0.00,0.00,0.35,0.35,0.19,Ex3a
AEBP2,0.00,0.00,0.33,0.41,0.24,Ex3a
LRRFIP1,0.00,0.00,0.29,0.40,0.24,Ex3a
RAPGEF2,0.00,0.00,0.29,0.47,0.29,Ex3a
PIK3R1,0.00,0.00,0.27,0.41,0.25,Ex3a
SLC4A10,0.00,0.00,0.31,0.60,0.41,Ex3a
FTX,0.00,0.00,0.27,0.80,0.62,Ex3a
FMN2,0.00,0.00,0.28,0.55,0.36,Ex3a
SIPA1L1,0.00,0.00,0.27,0.58,0.39,Ex3a
ARL15,0.00,0.00,0.33,0.36,0.20,Ex3a
EML6,0.00,0.00,0.41,0.44,0.26,Ex3a
OXR1,0.00,0.00,0.29,0.72,0.53,Ex3a
RPS6KC1,0.00,0.00,0.26,0.36,0.21,Ex3a
WASF1,0.00,0.00,0.26,0.37,0.22,Ex3a
KCNB1,0.00,0.00,0.26,0.36,0.21,Ex3a
MIR137HG,0.00,0.00,0.41,0.29,0.15,Ex3a
NUAK1,0.00,0.00,0.34,0.34,0.18,Ex3a
OSBPL6,0.00,0.00,0.27,0.44,0.27,Ex3a
MIPOL1,0.00,0.00,0.31,0.28,0.14,Ex3a
MCF2L2,0.00,0.00,0.29,0.34,0.19,Ex3a
ATP2B2,0.00,0.00,0.34,0.62,0.43,Ex3a
MAN1A2,0.00,0.00,0.31,0.56,0.38,Ex3a
GRIA2,0.00,0.00,0.25,0.71,0.52,Ex3a
THRB,0.00,0.00,0.32,0.52,0.34,Ex3a
PKNOX2,0.00,0.00,0.33,0.34,0.19,Ex3a
SYBU,0.00,0.00,0.26,0.34,0.19,Ex3a
GLS,0.00,0.00,0.29,0.41,0.24,Ex3a
LINC00632,0.00,0.00,0.32,0.42,0.25,Ex3a
NWD2,0.00,0.00,0.43,0.26,0.12,Ex3a
FRY,0.00,0.00,0.25,0.40,0.24,Ex3a
STRBP,0.00,0.00,0.28,0.45,0.28,Ex3a
FAM153B,0.00,0.00,0.28,0.32,0.18,Ex3a
TMEM108,0.00,0.00,0.26,0.47,0.31,Ex3a
NEFL,0.00,0.00,0.32,0.34,0.19,Ex3a
DGKI,0.00,0.00,0.26,0.50,0.33,Ex3a
PCNXL2,0.00,0.00,0.29,0.48,0.31,Ex3a
PPFIA2,0.00,0.00,0.27,0.70,0.52,Ex3a
PCDH11X,0.00,0.00,0.30,0.33,0.18,Ex3a
ELAVL4,0.00,0.00,0.26,0.31,0.17,Ex3a
MIR124-2HG,0.00,0.00,0.34,0.26,0.14,Ex3a
SAMD12,0.00,0.00,0.26,0.58,0.40,Ex3a
FRAS1,0.00,0.00,0.29,0.28,0.15,Ex3a
ABLIM2,0.00,0.00,0.28,0.30,0.17,Ex3a
PRKAR2B,0.00,0.00,0.35,0.25,0.13,Ex3a
NOL4,0.00,0.00,0.25,0.33,0.19,Ex3a
UBA6-AS1,0.00,0.00,0.27,0.34,0.20,Ex3a
CAMK1D,0.00,0.00,0.30,0.49,0.32,Ex3a
SCN1A,0.00,0.00,0.33,0.47,0.30,Ex3a
SLC44A5,0.00,0.00,0.29,0.45,0.29,Ex3a
MLLT3,0.00,0.00,0.26,0.31,0.18,Ex3a
ZBTB16,0.00,0.00,0.27,0.29,0.16,Ex3a
LARP1B,0.00,0.00,0.30,0.33,0.19,Ex3a
ATP8A2,0.00,0.00,0.26,0.55,0.38,Ex3a
ITPR1,0.00,0.00,0.26,0.39,0.24,Ex3a
UNC79,0.00,0.00,0.27,0.54,0.37,Ex3a
CCDC30,0.00,0.00,0.27,0.27,0.16,Ex3a
NRGN,0.00,0.00,1.38,0.84,0.27,Ex3b
RORB,1.18773381260236e-320,1.70467469784605e-319,1.17,0.68,0.15,Ex3b
OLFM1,0.00,0.00,1.07,0.83,0.33,Ex3b
CHN1,0.00,0.00,0.94,0.86,0.38,Ex3b
POU6F2,0.00,0.00,1.00,0.65,0.18,Ex3b
SNAP25,0.00,0.00,0.80,0.93,0.57,Ex3b
PTPRD,0.00,0.00,0.60,0.98,0.76,Ex3b
RP11-767I20.1,0.00,0.00,1.40,0.30,0.02,Ex3b
NEFM,0.00,0.00,1.06,0.55,0.14,Ex3b
PDP1,0.00,0.00,1.01,0.54,0.13,Ex3b
ATP2B2,0.00,0.00,0.84,0.85,0.42,Ex3b
NEFL,0.00,0.00,0.97,0.60,0.18,Ex3b
TENM2,0.00,0.00,0.85,0.90,0.54,Ex3b
FAM19A2,0.00,0.00,0.91,0.82,0.39,Ex3b
LMO4,0.00,0.00,0.84,0.67,0.24,Ex3b
CNTN5,0.00,0.00,0.67,0.83,0.39,Ex3b
FAM19A1,0.00,0.00,0.64,0.68,0.26,Ex3b
CALM1,0.00,0.00,0.75,0.87,0.50,Ex3b
CHGA,0.00,0.00,0.92,0.47,0.11,Ex3b
MEF2C,0.00,0.00,0.71,0.87,0.46,Ex3b
NTNG1,0.00,0.00,0.80,0.48,0.12,Ex3b
CPNE4,0.00,0.00,0.78,0.55,0.17,Ex3b
CCK,0.00,0.00,0.62,0.56,0.19,Ex3b
CAMK2A,0.00,0.00,0.76,0.64,0.24,Ex3b
PTPRT,0.00,0.00,0.65,0.69,0.28,Ex3b
CUX2,0.00,0.00,0.69,0.52,0.16,Ex3b
KALRN,0.00,0.00,0.54,0.89,0.50,Ex3b
STMN1,0.00,0.00,0.76,0.58,0.20,Ex3b
NCDN,0.00,0.00,0.81,0.60,0.22,Ex3b
PLCB1,0.00,0.00,0.57,0.94,0.64,Ex3b
LINGO2,0.00,0.00,0.54,0.77,0.38,Ex3b
TUBA1B,0.00,0.00,0.75,0.61,0.23,Ex3b
CABP1,0.00,0.00,0.77,0.58,0.21,Ex3b
ATP1A1,0.00,0.00,0.80,0.62,0.25,Ex3b
SCN1B,0.00,0.00,0.82,0.40,0.10,Ex3b
GRIN2A,0.00,0.00,0.55,0.83,0.45,Ex3b
HTR2A,0.00,0.00,0.77,0.36,0.08,Ex3b
BRINP1,0.00,0.00,0.63,0.64,0.27,Ex3b
EIF4A2,0.00,0.00,0.78,0.59,0.23,Ex3b
LINC00657,0.00,0.00,0.61,0.59,0.23,Ex3b
SPARCL1,0.00,0.00,0.42,0.80,0.44,Ex3b
YWHAG,0.00,0.00,0.67,0.66,0.29,Ex3b
ARPP21,0.00,0.00,0.57,0.80,0.42,Ex3b
PEBP1,0.00,0.00,0.64,0.69,0.31,Ex3b
GABRA1,0.00,0.00,0.73,0.64,0.27,Ex3b
TSC22D1,0.00,0.00,0.73,0.64,0.28,Ex3b
SLC17A7,0.00,0.00,0.60,0.56,0.22,Ex3b
NPTN,0.00,0.00,0.70,0.67,0.30,Ex3b
CUX1,0.00,0.00,0.74,0.57,0.22,Ex3b
PPP3CA,0.00,0.00,0.59,0.85,0.51,Ex3b
MAST4,0.00,0.00,0.55,0.62,0.26,Ex3b
NDUFA4,0.00,0.00,0.74,0.48,0.16,Ex3b
CCNI,0.00,0.00,0.65,0.60,0.25,Ex3b
HS6ST3,0.00,0.00,0.28,0.75,0.42,Ex3b
YWHAH,0.00,0.00,0.66,0.54,0.20,Ex3b
PHYHIP,0.00,0.00,0.67,0.48,0.16,Ex3b
PARM1,0.00,0.00,0.71,0.38,0.10,Ex3b
NUAK1,0.00,0.00,0.64,0.50,0.18,Ex3b
KHDRBS2,0.00,0.00,0.48,0.82,0.46,Ex3b
ATP1B1,0.00,0.00,0.54,0.75,0.39,Ex3b
DCLK1,0.00,0.00,0.52,0.78,0.43,Ex3b
GRM7,0.00,0.00,0.48,0.74,0.39,Ex3b
RIMS3,0.00,0.00,0.74,0.38,0.10,Ex3b
PRKAR1B,0.00,0.00,0.69,0.46,0.16,Ex3b
SLC2A13,0.00,0.00,0.56,0.67,0.33,Ex3b
IQCJ-SCHIP1,0.00,0.00,0.36,0.80,0.47,Ex3b
NSF,0.00,0.00,0.60,0.56,0.23,Ex3b
OIP5-AS1,0.00,0.00,0.46,0.53,0.22,Ex3b
TRHDE,0.00,0.00,0.39,0.46,0.18,Ex3b
PCSK1,0.00,0.00,0.68,0.26,0.05,Ex3b
NRG1,0.00,0.00,0.48,0.66,0.32,Ex3b
TSPYL1,0.00,0.00,0.66,0.53,0.21,Ex3b
STMN2,0.00,0.00,0.50,0.56,0.24,Ex3b
BASP1,0.00,0.00,0.57,0.60,0.27,Ex3b
PHACTR1,0.00,0.00,0.28,0.88,0.57,Ex3b
